"date","female_employment","imputed"
2025-05-01,76771,FALSE
2025-06-01,76769,FALSE
2025-07-01,76765,FALSE
2025-08-01,76536,FALSE
2025-09-01,77004,FALSE
2025-10-01,77072.8524590164,TRUE
2025-11-01,77144,FALSE
2025-12-01,77180,FALSE
2026-01-01,77749,FALSE
2026-02-01,77702,FALSE
2026-03-01,77737,FALSE
2026-04-01,77615,FALSE
2026-05-01,77599,FALSE
2026-06-01,77410,FALSE
2026-07-01,77199,FALSE
